Name,Type,Minimum,Maximum,Length,Direction
gene=ynjH,gene=ynjH,1841863,1842135,273,reverse
gene=nudG,gene=nudG,1841490,1841897,408,forward
gene=ynjF,gene=ynjF,1840783,1841403,621,reverse
gene=ynjE,gene=ynjE,1839467,1840774,1308,forward
gene=ynjD,gene=ynjD,1838747,1839400,654,forward
gene=ynjC,gene=ynjC,1837212,1838747,1536,forward
gene=ynjB,gene=ynjB,1836073,1837239,1167,forward
gene=ynjA,gene=ynjA,1835515,1836063,549,forward
gene=ydjZ,gene=ydjZ,1834808,1835515,708,forward
gene=ydjY,gene=ydjY,1834116,1834793,678,forward
gene=ydjX,gene=ydjX,1833401,1834111,711,forward
gene=xthA,gene=xthA,1832428,1833234,807,forward
gene=astC,gene=astC,1830762,1831982,1221,reverse
gene=astA,gene=astA,1829731,1830765,1035,reverse
gene=astD,gene=astD,1828256,1829734,1479,reverse
gene=astB,gene=astB,1826916,1828259,1344,reverse
gene=astE,gene=astE,1825955,1826923,969,reverse
gene=spy,gene=spy,1825140,1825625,486,reverse
gene=ves,gene=ves,1824362,1824937,576,reverse
gene=cho,gene=cho,1823515,1824402,888,forward
gene=nadE,gene=nadE,1822458,1823285,828,forward
gene=osmE,gene=osmE,1821918,1822256,339,reverse
gene=chbB,gene=chbB,1821299,1821619,321,reverse
gene=chbC,gene=chbC,1819856,1821214,1359,reverse
gene=chbA,gene=chbA,1819455,1819805,351,reverse
gene=chbR,gene=chbR,1818605,1819447,843,reverse
gene=chbF,gene=chbF,1817148,1818500,1353,reverse
gene=chbG,gene=chbG,1816386,1817135,750,reverse
gene=katE,gene=katE,1813867,1816128,2262,forward
gene=cedA,gene=cedA,1813421,1813663,243,reverse
gene=ydjO,gene=ydjO,1812329,1813132,804,reverse
gene=ydjN,gene=ydjN,1810934,1812325,1392,forward
gene=ydjM,gene=ydjM,1810211,1810801,591,forward
gene=yniC,gene=yniC,1809380,1810048,669,forward
gene=yniB,gene=yniB,1808697,1809233,537,reverse
gene=yniA,gene=yniA,1807796,1808656,861,forward
gene=ydiZ,gene=ydiZ,1807400,1807690,291,forward
gene=pfkB,gene=pfkB,1806370,1807299,930,forward
gene=ydiY,gene=ydiY,1805325,1806083,759,reverse
gene=yniD,gene=yniD,1805165,1805272,108,forward
gene=thrS,gene=thrS,1800642,1802570,1929,reverse
gene=infC,gene=infC,1800096,1800638,543,reverse
gene=rpmI,gene=rpmI,1799802,1799999,198,reverse
gene=rplT,gene=rplT,1799393,1799749,357,reverse
gene=pheM,gene=pheM,1799226,1799270,45,reverse
gene=pheS,gene=pheS,1797959,1798942,984,reverse
gene=pheT,gene=pheT,1795557,1797944,2388,reverse
gene=ihfA,gene=ihfA,1795253,1795552,300,reverse
gene=btuC,gene=btuC,1794172,1795152,981,reverse
gene=btuE,gene=btuE,1793558,1794109,552,reverse
gene=btuD,gene=btuD,1792809,1793558,750,reverse
gene=nlpC,gene=nlpC,1792267,1792731,465,reverse
gene=ydiV,gene=ydiV,1791307,1792020,714,reverse
gene=ydiU,gene=ydiU,1789808,1791244,1437,reverse
gene=ydiE,gene=ydiE,1789613,1789804,192,forward
gene=aroH,gene=aroH,1788435,1789481,1047,forward
gene=ppsR,gene=ppsR,1787445,1788278,834,forward
gene=ppsA,gene=ppsA,1784734,1787112,2379,reverse
gene=fadK,gene=fadK,1783031,1784677,1647,forward
gene=ydiT,gene=ydiT,1782681,1782974,294,forward
gene=ydiS,gene=ydiS,1781395,1782684,1290,forward
gene=ydiR,gene=ydiR,1780401,1781339,939,forward
gene=ydiQ,gene=ydiQ,1779617,1780381,765,forward
gene=ydiP,gene=ydiP,1778390,1779301,912,reverse
gene=ydiO,gene=ydiO,1777196,1778347,1152,forward
gene=ydiF,gene=ydiF,1775587,1777182,1596,forward
gene=aroD,gene=aroD,1774686,1775444,759,forward
gene=ydiB,gene=ydiB,1773789,1774655,867,forward
gene=ydiN,gene=ydiN,1772512,1773777,1266,forward
gene=ydiM,gene=ydiM,1771071,1772285,1215,forward
gene=ydiL,gene=ydiL,1770615,1770971,357,forward
gene=ydiK,gene=ydiK,1769074,1770186,1113,forward
gene=ydiJ,gene=ydiJ,1765629,1768685,3057,reverse
gene=menI,gene=menI,1765222,1765632,411,reverse
gene=ydiH,gene=ydiH,1764934,1765122,189,reverse
gene=sufA,gene=sufA,1764018,1764386,369,reverse
gene=sufB,gene=sufB,1762522,1764009,1488,reverse
gene=sufC,gene=sufC,1761766,1762512,747,reverse
gene=sufD,gene=sufD,1760520,1761791,1272,reverse
gene=sufS,gene=sufS,1759303,1760523,1221,reverse
gene=sufE,gene=sufE,1758874,1759290,417,reverse
gene=ldtE,gene=ldtE,1757721,1758725,1005,reverse
gene=lpp,gene=lpp,1757421,1757657,237,forward
gene=pykF,gene=pykF,1755698,1757110,1413,forward
gene=ydhZ,gene=ydhZ,1754932,1755141,210,reverse
gene=ydhY,gene=ydhY,1753851,1754477,627,reverse
gene=ydhV,gene=ydhV,1751728,1753830,2103,reverse
gene=ydhW,gene=ydhW,1751077,1751724,648,reverse
gene=ydhX,gene=ydhX,1750345,1751013,669,reverse
gene=ydhU,gene=ydhU,1749563,1750348,786,reverse
gene=ydhT,gene=ydhT,1748747,1749559,813,reverse
gene=ydhS,gene=ydhS,1747131,1748735,1605,forward
gene=ydhR,gene=ydhR,1746700,1747005,306,forward
gene=ydhQ,gene=ydhQ,1744871,1746127,1257,reverse
gene=mdtK,gene=mdtK,1743457,1744830,1374,forward
gene=ribC,gene=ribC,1742601,1743242,642,reverse
gene=cfa,gene=cfa,1741413,1742561,1149,forward
gene=ydhC,gene=ydhC,1739911,1741122,1212,forward
gene=ydhB,gene=ydhB,1738866,1739798,933,reverse
gene=purR,gene=purR,1737844,1738869,1026,forward
gene=ynhF,gene=ynhF,1737456,1737545,90,reverse
gene=ydhP,gene=ydhP,1736121,1737290,1170,reverse
gene=sodB,gene=sodB,1735378,1735959,582,forward
gene=mepH,gene=mepH,1734435,1735250,816,forward
gene=grxD,gene=grxD,1733754,1734101,348,reverse
gene=lhr,gene=lhr,1729087,1733703,4617,forward
gene=rnt,gene=rnt,1728347,1728994,648,forward
gene=gloA,gene=gloA,1727837,1728244,408,forward
gene=nemA,gene=nemA,1726659,1727756,1098,forward
gene=nemR,gene=nemR,1726023,1726622,600,forward
gene=ydhL,gene=ydhL,1725681,1725920,240,reverse
gene=ydhF,gene=ydhF,1724736,1725632,897,reverse
gene=sodC,gene=sodC,1724134,1724655,522,reverse
gene=ydhK,gene=ydhK,1722121,1724133,2013,forward
gene=ydhJ,gene=ydhJ,1721264,1722121,858,forward
gene=ydhI,gene=ydhI,1721025,1721261,237,forward
gene=slyA,gene=slyA,1720390,1720824,435,reverse
gene=slyB,gene=slyB,1719876,1720343,468,forward
gene=anmK,gene=anmK,1718493,1719602,1110,reverse
gene=mliC,gene=mliC,1718066,1718395,330,reverse
gene=pdxH,gene=pdxH,1717351,1718007,657,reverse
gene=tyrS,gene=tyrS,1715948,1717222,1275,reverse
gene=pdxY,gene=pdxY,1715026,1715889,864,reverse
gene=gstA,gene=gstA,1714377,1714982,606,forward
gene=dtpA,gene=dtpA,1712769,1714271,1503,forward
gene=nth,gene=nth,1711523,1712158,636,forward
gene=rsxE,gene=rsxE,1710828,1711523,696,forward
gene=rsxG,gene=rsxG,1710204,1710824,621,forward
gene=rsxD,gene=rsxD,1709142,1710200,1059,forward
gene=rsxC,gene=rsxC,1706919,1709141,2223,forward
gene=rsxB,gene=rsxB,1706348,1706926,579,forward
gene=rsxA,gene=rsxA,1705767,1706348,582,forward
gene=ydgK,gene=ydgK,1705250,1705690,441,forward
gene=cnu,gene=cnu,1704949,1705164,216,forward
gene=blr,gene=blr,1704551,1704676,126,forward
gene=ydgJ,gene=ydgJ,1703268,1704308,1041,reverse
gene=add,gene=add,1702233,1703234,1002,forward
gene=malY,gene=malY,1700957,1702129,1173,forward
gene=malX,gene=malX,1699355,1700947,1593,forward
gene=malI,gene=malI,1698152,1699180,1029,reverse
gene=hdhA,gene=hdhA,1697273,1698040,768,reverse
gene=uidR,gene=uidR,1696462,1697052,591,reverse
gene=uidA,gene=uidA,1694260,1696071,1812,reverse
gene=uidB,gene=uidB,1692890,1694263,1374,reverse
gene=uidC,gene=uidC,1691586,1692851,1266,reverse
gene=ydgA,gene=ydgA,1689852,1691360,1509,forward
gene=manA,gene=manA,1688576,1689751,1176,forward
gene=fumA,gene=fumA,1686731,1688377,1647,reverse
gene=fumC,gene=fumC,1685185,1686588,1404,reverse
gene=tus,gene=tus,1684259,1685188,930,forward
gene=rstB,gene=rstB,1682882,1684183,1302,forward
gene=rstA,gene=rstA,1682159,1682878,720,forward
gene=ydgC,gene=ydgC,1681695,1682030,336,reverse
gene=folM,gene=folM,1680976,1681698,723,forward
gene=ydgI,gene=ydgI,1679557,1680939,1383,forward
gene=ydgH,gene=ydgH,1678427,1679371,945,forward
gene=pntA,gene=pntA,1676371,1677903,1533,reverse
gene=pntB,gene=pntB,1674972,1676360,1389,reverse
gene=tqsA,gene=tqsA,1673913,1674947,1035,forward
gene=mdtJ,gene=mdtJ,1673136,1673501,366,reverse
gene=mdtI,gene=mdtI,1672820,1673149,330,reverse
gene=ydgD,gene=ydgD,1671960,1672781,822,forward
gene=ydgU,gene=ydgU,1671777,1671860,84,forward
gene=asr,gene=asr,1671376,1671684,309,forward
gene=ynfM,gene=ynfM,1669699,1670952,1254,forward
gene=ynfL,gene=ynfL,1668699,1669592,894,reverse
gene=mlc,gene=mlc,1667344,1668564,1221,reverse
gene=ynfK,gene=ynfK,1666524,1667219,696,reverse
gene=clcB,gene=clcB,1665315,1666571,1257,forward
gene=dmsD,gene=dmsD,1664506,1665120,615,forward
gene=ynfH,gene=ynfH,1663609,1664463,855,forward
gene=ynfG,gene=ynfG,1662990,1663607,618,forward
gene=ynfF,gene=ynfF,1660556,1662979,2424,forward
gene=ynfE,gene=ynfE,1658069,1660495,2427,forward
gene=ynfD,gene=ynfD,1657565,1657870,306,forward
gene=ynfC,gene=ynfC,1656747,1657457,711,reverse
gene=speG,gene=speG,1656184,1656744,561,forward
gene=ynfB,gene=ynfB,1655808,1656149,342,forward
gene=ynfA,gene=ynfA,1655347,1655673,327,reverse
gene=rspA,gene=rspA,1653927,1655141,1215,reverse
gene=rspB,gene=rspB,1652896,1653915,1020,reverse
gene=ydfD,gene=ydfD,1649794,1649985,192,forward
gene=dicB,gene=dicB,1649609,1649797,189,forward
gene=ydfC,gene=ydfC,1648823,1649041,219,forward
gene=ydfB,gene=ydfB,1648665,1648793,129,forward
gene=ydfA,gene=ydfA,1648508,1648663,156,forward
gene=dicA,gene=dicA,1647934,1648341,408,forward
gene=dicC,gene=dicC,1647620,1647850,231,reverse
gene=flxA,gene=flxA,1646405,1646737,333,forward
gene=ydfV,gene=ydfV,1645897,1646202,306,forward
gene=relB,gene=relB,1645633,1645872,240,reverse
gene=relE,gene=relE,1645346,1645633,288,reverse
gene=hokD,gene=hokD,1645119,1645274,156,reverse
gene=rem,gene=rem,1644651,1644902,252,reverse
gene=ydfU,gene=ydfU,1643255,1644304,1050,reverse
gene=quuQ,gene=quuQ,1642489,1643241,753,reverse
gene=cspF,gene=cspF,1641855,1642067,213,forward
gene=cspB,gene=cspB,1641339,1641554,216,reverse
gene=essQ,gene=essQ,1640370,1640585,216,reverse
gene=ydfR,gene=ydfR,1640054,1640365,312,reverse
gene=rrrQ,gene=rrrQ,1639524,1640057,534,reverse
gene=rzoQ,gene=rzoQ,1639080,1639334,255,reverse
gene=rzpQ,gene=rzpQ,1639030,1639527,498,reverse
gene=cspI,gene=cspI,1638455,1638667,213,reverse
gene=ynfN,gene=ynfN,1637954,1638109,156,reverse
gene=gnsB,gene=gnsB,1637609,1637782,174,reverse
gene=ydfO,gene=ydfO,1637047,1637457,411,forward
gene=ynfO,gene=ynfO,1636756,1636989,234,forward
gene=stfQ,gene=stfQ,1634885,1635847,963,reverse
gene=tfaQ,gene=tfaQ,1634310,1634885,576,reverse
gene=pinQ,gene=pinQ,1633622,1634212,591,forward
gene=ydfK,gene=ydfK,1633072,1633305,234,forward
gene=ydfI,gene=ydfI,1629453,1630913,1461,reverse
gene=ydfZ,gene=ydfZ,1629215,1629418,204,forward
gene=rspR,gene=rspR,1628352,1629038,687,forward
gene=ydfG,gene=ydfG,1627517,1628263,747,forward
gene=dcp,gene=dcp,1625335,1627380,2046,reverse
gene=ydeJ,gene=ydeJ,1624773,1625291,519,forward
gene=ydeI,gene=ydeI,1624105,1624497,393,reverse
gene=dgcZ,gene=dgcZ,1622960,1623850,891,reverse
gene=yneM,gene=yneM,1622646,1622741,96,forward
gene=ydeE,gene=ydeE,1621332,1622519,1188,forward
gene=eamA,gene=eamA,1620238,1621137,900,reverse
gene=marB,gene=marB,1619989,1620207,219,forward
gene=marA,gene=marA,1619574,1619957,384,forward
gene=marR,gene=marR,1619120,1619554,435,forward
gene=marC,gene=marC,1618243,1618908,666,reverse
gene=ydeA,gene=ydeA,1617028,1618218,1191,forward
gene=yneK,gene=yneK,1615763,1616878,1116,forward
gene=yneJ,gene=yneJ,1614804,1615685,882,forward
gene=sad,gene=sad,1613315,1614703,1389,reverse
gene=glsB,gene=glsB,1612325,1613251,927,reverse
gene=yneG,gene=yneG,1611966,1612325,360,reverse
gene=yneF,gene=yneF,1610907,1611854,948,reverse
gene=uxaB,gene=uxaB,1609229,1610680,1452,reverse
gene=yneE,gene=yneE,1608108,1609022,915,reverse
gene=tam,gene=tam,1607346,1608104,759,forward
gene=lsrG,gene=lsrG,1606999,1607289,291,forward
gene=lsrF,gene=lsrF,1606100,1606975,876,forward
gene=lsrB,gene=lsrB,1605051,1606073,1023,forward
gene=lsrD,gene=lsrD,1604047,1605039,993,forward
gene=lsrC,gene=lsrC,1603019,1604047,1029,forward
gene=lsrA,gene=lsrA,1601490,1603025,1536,forward
gene=lsrR,gene=lsrR,1600288,1601241,954,reverse
gene=lsrK,gene=lsrK,1598617,1600209,1593,reverse
gene=hipB,gene=hipB,1592176,1592442,267,reverse
gene=hipA,gene=hipA,1590854,1592176,1323,reverse
gene=ydeS,gene=ydeS,1588309,1588839,531,reverse
gene=ydeR,gene=ydeR,1587793,1588296,504,reverse
gene=ydeQ,gene=ydeQ,1586820,1587734,915,reverse
gene=ydeP,gene=ydeP,1584207,1586486,2280,reverse
gene=safA,gene=safA,1583762,1583959,198,reverse
gene=ydeO,gene=ydeO,1582926,1583687,762,reverse
gene=ydeN,gene=ydeN,1580842,1582524,1683,reverse
gene=ydeM,gene=ydeM,1579633,1580790,1158,reverse
gene=yddA,gene=yddA,1577657,1579342,1686,reverse
gene=yddB,gene=yddB,1575247,1577619,2373,reverse
gene=pqqL,gene=pqqL,1572407,1575202,2796,reverse
gene=gadB,gene=gadB,1570645,1572045,1401,reverse
gene=gadC,gene=gadC,1568954,1570489,1536,reverse
gene=yddW,gene=yddW,1567504,1568823,1320,reverse
gene=dosC,gene=dosC,1565758,1567140,1383,reverse
gene=dosP,gene=dosP,1563334,1565733,2400,reverse
gene=ddpX,gene=ddpX,1562495,1563076,582,reverse
gene=ddpA,gene=ddpA,1560931,1562481,1551,reverse
gene=ddpB,gene=ddpB,1559907,1560929,1023,reverse
gene=ddpC,gene=ddpC,1559014,1559910,897,reverse
gene=ddpD,gene=ddpD,1558031,1559017,987,reverse
gene=ddpF,gene=ddpF,1557112,1558038,927,reverse
gene=osmC,gene=osmC,1556625,1557056,432,forward
gene=bdm,gene=bdm,1556065,1556280,216,reverse
gene=sra,gene=sra,1555826,1555963,138,reverse
gene=maeA,gene=maeA,1553972,1555669,1698,reverse
gene=adhP,gene=adhP,1552828,1553838,1011,reverse
gene=yddM,gene=yddM,1552398,1552682,285,reverse
gene=fdnI,gene=fdnI,1551338,1551991,654,forward
gene=fdnH,gene=fdnH,1550461,1551345,885,forward
gene=fdnG,gene=fdnG,1547401,1550448,3048,forward
gene=yddG,gene=yddG,1546288,1547169,882,reverse
gene=narU,gene=narU,1542672,1544060,1389,reverse
gene=narZ,gene=narZ,1538850,1542590,3741,reverse
gene=narY,gene=narY,1537309,1538853,1545,reverse
gene=narW,gene=narW,1536614,1537309,696,reverse
gene=narV,gene=narV,1535937,1536617,681,reverse
gene=yddE,gene=yddE,1534965,1535858,894,reverse
gene=nhoA,gene=nhoA,1534024,1534869,846,forward
gene=yddH,gene=yddH,1533282,1533851,570,reverse
gene=pptA,gene=pptA,1533052,1533285,234,forward
gene=ydcC,gene=ydcC,1531816,1532952,1137,forward
gene=ydcD,gene=ydcD,1529922,1530404,483,forward
gene=yncH,gene=yncH,1526940,1527152,213,forward
gene=yncG,gene=yncG,1526247,1526864,618,forward
gene=ansP,gene=ansP,1524481,1525980,1500,reverse
gene=yncE,gene=yncE,1523307,1524368,1062,forward
gene=yncD,gene=yncD,1520963,1523065,2103,reverse
gene=mcbR,gene=mcbR,1520262,1520927,666,forward
gene=curA,gene=curA,1519027,1520064,1038,forward
gene=mnaT,gene=mnaT,1518328,1518846,519,reverse
gene=ydcZ,gene=ydcZ,1517882,1518331,450,reverse
gene=ydcY,gene=ydcY,1517648,1517881,234,forward
gene=ydcX,gene=ydcX,1517389,1517562,174,forward
gene=yncL,gene=yncL,1517099,1517194,96,reverse
gene=patD,gene=patD,1515578,1517002,1425,forward
gene=ydcV,gene=ydcV,1514762,1515556,795,forward
gene=ydcU,gene=ydcU,1513831,1514772,942,forward
gene=ydcT,gene=ydcT,1512817,1513830,1014,forward
gene=ydcS,gene=ydcS,1511654,1512799,1146,forward
gene=ydcR,gene=ydcR,1510003,1511409,1407,forward
gene=hicB,gene=hicB,1509508,1509924,417,forward
gene=hicA,gene=hicA,1509286,1509462,177,forward
gene=yncJ,gene=yncJ,1508834,1509064,231,reverse
gene=ydcP,gene=ydcP,1506781,1508742,1962,forward
gene=ydcN,gene=ydcN,1506172,1506708,537,forward
gene=ydcO,gene=ydcO,1504905,1506080,1176,reverse
gene=insQ,gene=insQ,1503717,1504865,1149,forward
gene=ydcL,gene=ydcL,1502457,1503125,669,forward
gene=tehB,gene=tehB,1501562,1502155,594,forward
gene=tehA,gene=tehA,1500573,1501565,993,forward
gene=ydcK,gene=ydcK,1499469,1500449,981,reverse
gene=rimL,gene=rimL,1498938,1499477,540,forward
gene=ydcH,gene=ydcH,1498651,1498875,225,forward
gene=opgD,gene=opgD,1496856,1498511,1656,forward
gene=ydcJ,gene=ydcJ,1495288,1496631,1344,forward
gene=ydcI,gene=ydcI,1494148,1495071,924,reverse
gene=trg,gene=trg,1492470,1494110,1641,forward
gene=mokB,gene=mokB,1491962,1492129,168,reverse
gene=hokB,gene=hokB,1491922,1492071,150,reverse
gene=ydcA,gene=ydcA,1491677,1491850,174,forward
gene=cybB,gene=cybB,1490902,1491432,531,forward
gene=aldA,gene=aldA,1488232,1489671,1440,forward
gene=ydcF,gene=ydcF,1487235,1488035,801,forward
gene=hrpA,gene=hrpA,1483061,1486963,3903,forward
gene=azoR,gene=azoR,1482255,1482860,606,reverse
gene=ynbD,gene=ynbD,1480909,1482201,1293,forward
gene=ynbC,gene=ynbC,1479138,1480895,1758,forward
gene=ynbB,gene=ynbB,1478226,1479122,897,forward
gene=ynbA,gene=ynbA,1477621,1478226,606,forward
gene=ydbD,gene=ydbD,1475144,1477450,2307,forward
gene=ydbC,gene=ydbC,1474221,1475081,861,forward
gene=insI1,gene=insI1,1469358,1470509,1152,forward
gene=insC1,gene=insC1,1468784,1469149,366,reverse
gene=insD1,gene=insD1,1467921,1468826,906,reverse
gene=ynbG,gene=ynbG,1465165,1465230,66,reverse
gene=paaY,gene=paaY,1464471,1465061,591,forward
gene=paaX,gene=paaX,1463539,1464489,951,forward
gene=paaK,gene=paaK,1462125,1463438,1314,forward
gene=paaJ,gene=paaJ,1460893,1462098,1206,forward
gene=paaI,gene=paaI,1460471,1460893,423,forward
gene=paaH,gene=paaH,1459054,1460481,1428,forward
gene=paaG,gene=paaG,1458264,1459052,789,forward
gene=paaF,gene=paaF,1457497,1458264,768,forward
gene=paaE,gene=paaE,1456430,1457500,1071,forward
gene=paaD,gene=paaD,1455925,1456422,498,forward
gene=paaC,gene=paaC,1455164,1455910,747,forward
gene=paaB,gene=paaB,1454868,1455155,288,forward
gene=paaA,gene=paaA,1453927,1454856,930,forward
gene=paaZ,gene=paaZ,1451597,1453642,2046,reverse
gene=tynA,gene=tynA,1449076,1451349,2274,reverse
gene=feaB,gene=feaB,1447519,1449018,1500,forward
gene=feaR,gene=feaR,1446378,1447283,906,reverse
gene=ydbL,gene=ydbL,1445880,1446206,327,forward
gene=ynbE,gene=ynbE,1445687,1445872,186,forward
gene=ydbH,gene=ydbH,1443051,1445690,2640,forward
gene=ldhA,gene=ldhA,1441854,1442843,990,reverse
gene=hslJ,gene=hslJ,1441321,1441743,423,reverse
gene=ydbJ,gene=ydbJ,1441058,1441324,267,forward
gene=pfo,gene=pfo,1437260,1440784,3525,reverse
gene=ompN,gene=ompN,1435760,1436893,1134,reverse
gene=uspF,gene=uspF,1435185,1435619,435,reverse
gene=ynaE,gene=ynaE,1433991,1434224,234,reverse
gene=pinR,gene=pinR,1433084,1433674,591,reverse
gene=tfaR,gene=tfaR,1432411,1432986,576,forward
gene=stfR,gene=stfR,1429049,1432411,3363,forward
gene=insH1,gene=insH1,1427746,1428726,981,reverse
gene=ynaK,gene=ynaK,1425377,1425640,264,forward
gene=trkG,gene=trkG,1423782,1425239,1458,forward
gene=rzoR,gene=rzoR,1423400,1423585,186,forward
gene=ydaV,gene=ydaV,1421983,1422729,747,forward
gene=ydaU,gene=ydaU,1421119,1421976,858,forward
gene=ydaT,gene=ydaT,1420684,1421106,423,forward
gene=ydaS,gene=ydaS,1420365,1420661,297,forward
gene=racR,gene=racR,1419765,1420241,477,reverse
gene=ydaG,gene=ydaG,1419322,1419456,135,reverse
gene=ydaF,gene=ydaF,1419156,1419311,156,reverse
gene=sieB,gene=sieB,1418671,1419159,489,forward
gene=kilR,gene=kilR,1418008,1418229,222,reverse
gene=ydaE,gene=ydaE,1417838,1418008,171,reverse
gene=racC,gene=racC,1417488,1417763,276,reverse
gene=recE,gene=recE,1414786,1417386,2601,reverse
gene=recT,gene=recT,1413984,1414793,810,reverse
gene=ralR,gene=ralR,1413733,1413927,195,reverse
gene=ydaC,gene=ydaC,1413531,1413740,210,reverse
gene=ydaQ,gene=ydaQ,1413237,1413452,216,reverse
gene=intR,gene=intR,1412000,1413235,1236,reverse
gene=ttcA,gene=ttcA,1411013,1411948,936,reverse
gene=dbpA,gene=dbpA,1409511,1410884,1374,forward
gene=ydaN,gene=ydaN,1408050,1409033,984,forward
gene=ydaM,gene=ydaM,1406563,1407795,1233,reverse
gene=smrA,gene=smrA,1405979,1406542,564,forward
gene=abgR,gene=abgR,1404741,1405649,909,forward
gene=abgA,gene=abgA,1403255,1404565,1311,reverse
gene=abgB,gene=abgB,1401810,1403255,1446,reverse
gene=abgT,gene=abgT,1400247,1401773,1527,reverse
gene=ogt,gene=ogt,1399721,1400236,516,reverse
gene=fnr,gene=fnr,1398774,1399526,753,reverse
gene=uspE,gene=uspE,1397672,1398622,951,reverse
gene=ynaJ,gene=ynaJ,1397365,1397622,258,forward
gene=insH1,gene=insH1,1396076,1397092,1017,forward
gene=ynaI,gene=ynaI,1394891,1395922,1032,reverse
gene=mppA,gene=mppA,1393227,1394840,1614,forward
gene=pgrR,gene=pgrR,1391991,1392890,900,forward
gene=ycjY,gene=ycjY,1390933,1391853,921,reverse
gene=mpaA,gene=mpaA,1389870,1390598,729,reverse
gene=ycjG,gene=ycjG,1388930,1389895,966,forward
gene=tpx,gene=tpx,1388305,1388811,507,reverse
gene=tyrR,gene=tyrR,1386720,1388261,1542,forward
gene=ycjF,gene=ycjF,1385511,1386572,1062,forward
gene=ycjX,gene=ycjX,1384117,1385514,1398,forward
gene=ycjW,gene=ycjW,1382963,1383961,999,reverse
gene=ompG,gene=ompG,1381947,1382852,906,forward
gene=ycjU,gene=ycjU,1380148,1380807,660,forward
gene=ycjT,gene=ycjT,1377884,1380151,2268,forward
gene=ycjS,gene=ycjS,1376832,1377887,1056,forward
gene=ycjR,gene=ycjR,1376034,1376822,789,forward
gene=ycjQ,gene=ycjQ,1374963,1376015,1053,forward
gene=ycjP,gene=ycjP,1374090,1374932,843,forward
